scenario,controller,seed,cum_idle,cum_co2,bus_pct,switches,n_ticks
3,Rule-Based,1,15101.000,27975933.738,89.7260,133,364
3,Rule-Based,2,14295.000,27774509.470,87.3288,135,364
3,Rule-Based,3,14854.000,28002601.131,88.2759,131,364
3,Rule-Based,4,14521.000,27772127.703,86.1953,132,364
3,Rule-Based,5,15303.000,27877662.501,88.5135,135,364
3,Rule-Based,6,15187.000,28031541.366,87.3720,133,364
3,Rule-Based,7,14979.000,27846391.804,86.3946,133,364
3,Rule-Based,8,14058.000,27843867.313,88.5135,135,364
3,Rule-Based,9,14351.000,27744267.944,88.6986,133,364
3,Rule-Based,10,15339.000,27926742.716,86.1953,133,364
3,Rule-Based,11,14925.000,27979834.327,88.4354,133,364
3,Rule-Based,12,13846.000,27744350.738,86.6438,137,364
3,Rule-Based,13,14598.000,27579511.489,88.3562,131,364
3,Rule-Based,14,14006.000,27885957.197,87.7966,133,364
3,Rule-Based,15,15599.000,27686294.320,87.6712,129,364
3,Rule-Based,16,13707.000,27526056.544,86.6894,137,364
3,Rule-Based,17,15920.000,28094351.226,88.3959,131,364
3,Rule-Based,18,14890.000,28119501.286,88.9655,135,364
3,Rule-Based,19,14188.000,27906975.455,88.2759,135,364
3,Rule-Based,20,13990.000,27457392.270,88.6986,135,364
3,Rule-Based,21,13134.000,27591828.790,88.3562,139,364
3,Rule-Based,22,14788.000,27506628.116,87.6289,135,364
3,Rule-Based,23,15235.000,28019405.085,89.5623,133,364
3,Rule-Based,24,13034.000,27316445.279,87.9725,138,364
3,Rule-Based,25,14624.000,27884355.357,88.3562,133,364
3,Rule-Based,26,14785.000,27874923.840,88.1356,131,364
3,Rule-Based,27,14818.000,27955291.253,90.1361,133,364
3,Rule-Based,28,13916.000,27385053.403,87.3288,135,364
3,Rule-Based,29,14660.000,27843368.245,88.0137,135,364
3,Rule-Based,30,14645.000,27803039.300,88.3562,133,364
3,Rule-Based,31,15513.000,28300505.276,86.4865,129,364
3,Rule-Based,32,14304.000,27885287.649,88.2353,133,364
3,Rule-Based,33,14675.000,27900510.613,89.0411,135,364
3,Rule-Based,34,14077.000,27532833.702,87.1186,137,364
3,Rule-Based,35,13709.000,27301921.832,88.2759,133,364
3,Rule-Based,36,14605.000,27821383.704,87.7551,131,364
3,Rule-Based,37,15370.000,27854083.422,88.0137,131,364
3,Rule-Based,38,13818.000,27760691.810,86.6894,137,364
3,Rule-Based,39,14523.000,27746457.441,87.4576,135,364
3,Rule-Based,40,13669.000,27460511.289,88.3959,137,364
3,Rule-Based,41,14835.000,27754888.088,88.6598,131,364
3,Rule-Based,42,15432.000,27847817.620,88.6986,131,364
3,Rule-Based,43,13186.000,27395690.723,88.1944,139,364
