scenario,controller,seed,cum_idle,cum_co2,bus_pct,switches,n_ticks
2,Rule-Based,1,14214.000,27842599.144,89.0034,133,364
2,Rule-Based,2,14635.000,28055846.749,86.4865,135,364
2,Rule-Based,3,14569.000,27722708.963,88.2353,133,364
2,Rule-Based,4,14521.000,27772127.703,86.1953,132,364
2,Rule-Based,5,15303.000,27877662.501,88.5135,135,364
2,Rule-Based,6,15187.000,28031541.366,87.3720,133,364
2,Rule-Based,7,15600.000,27908036.754,86.9863,129,364
2,Rule-Based,8,14798.000,27958556.895,89.0785,131,364
2,Rule-Based,9,14351.000,27744267.944,88.6986,133,364
2,Rule-Based,10,15339.000,27926742.716,86.1953,133,364
2,Rule-Based,11,14821.000,28118266.284,88.4354,133,364
2,Rule-Based,12,13846.000,27744350.738,86.6438,137,364
2,Rule-Based,13,14049.000,27837176.038,88.0546,135,364
2,Rule-Based,14,15186.000,27923500.426,88.1356,133,364
2,Rule-Based,15,14468.000,27679051.858,87.3720,133,364
2,Rule-Based,16,13024.000,27291346.181,89.9306,137,364
2,Rule-Based,17,15373.000,28368886.451,88.0137,135,364
2,Rule-Based,18,14334.000,27439542.339,88.0137,139,364
2,Rule-Based,19,14615.000,27769287.725,86.1017,133,364
2,Rule-Based,20,14805.000,27996774.128,87.1972,133,364
2,Rule-Based,21,13134.000,27591828.790,88.3562,139,364
2,Rule-Based,22,13909.000,27308737.664,88.3562,137,364
2,Rule-Based,23,15027.000,27808809.409,90.4762,133,364
2,Rule-Based,24,13456.000,27042446.662,87.1972,136,364
2,Rule-Based,25,14245.000,27596732.409,89.0785,135,364
2,Rule-Based,26,13819.000,27440430.449,86.6894,131,364
2,Rule-Based,27,14235.000,27654733.038,91.0035,135,364
2,Rule-Based,28,13171.000,27576371.562,86.3481,137,364
2,Rule-Based,29,14440.000,27485426.434,87.8378,133,364
2,Rule-Based,30,14132.000,27629467.132,88.5813,133,364
2,Rule-Based,31,15513.000,28300505.276,86.4865,129,364
2,Rule-Based,32,14691.000,27855464.154,86.6894,131,364
2,Rule-Based,33,14458.000,27765219.811,89.3836,135,364
2,Rule-Based,34,14596.000,27631534.315,87.6712,135,364
2,Rule-Based,35,13709.000,27301921.832,88.2759,133,364
2,Rule-Based,36,15138.000,27979217.863,87.3720,131,364
2,Rule-Based,37,14560.000,27991345.050,88.1356,133,364
2,Rule-Based,38,14034.000,27818415.815,87.3720,135,364
2,Rule-Based,39,13839.000,28062182.990,87.2054,137,364
2,Rule-Based,40,14117.000,27756336.713,88.6207,135,364
2,Rule-Based,41,14558.000,27739444.728,87.3720,133,364
2,Rule-Based,42,14682.000,27815463.591,87.2054,133,364
2,Rule-Based,43,13186.000,27395690.723,88.1944,139,364
2,Rule-Based,44,13914.000,27635159.221,86.9863,137,364
2,Rule-Based,45,15916.000,28209083.867,89.7959,131,364
2,Rule-Based,46,15247.000,27747333.359,88.4354,135,364
2,Rule-Based,47,13987.000,27600305.771,87.5862,135,364
2,Rule-Based,48,15082.000,27767515.574,89.6552,133,364
2,Rule-Based,49,13797.000,27609825.970,88.0546,137,364
2,Rule-Based,50,14405.000,27889121.373,88.0137,131,364
2,Rule-Based,51,14217.000,28024735.316,88.3562,135,364
2,Rule-Based,52,13985.000,27671798.939,88.3562,137,364
2,Rule-Based,53,14228.000,27806590.082,86.7347,135,364
2,Rule-Based,54,14122.000,27720774.347,88.6986,135,364
2,Rule-Based,55,13854.000,27532596.966,91.3495,139,364
2,Rule-Based,56,14368.000,27700320.837,86.8966,129,364
2,Rule-Based,57,14238.000,27565979.765,88.0546,135,364
2,Rule-Based,58,13835.000,27510215.393,86.9863,135,364
2,Rule-Based,59,14613.000,27928515.672,89.1986,135,364
2,Rule-Based,60,14657.000,27963662.405,89.0411,131,364
2,Rule-Based,61,15008.000,27515971.314,87.9310,131,364
2,Rule-Based,62,15157.000,28118574.494,87.6289,133,364
2,Rule-Based,63,17555.000,28289347.250,86.3014,123,364
2,Rule-Based,64,14487.000,27955673.662,85.1852,135,364
2,Rule-Based,65,14427.000,27359121.752,87.7133,133,364
2,Rule-Based,66,14095.000,27527102.479,89.1892,137,364
2,Rule-Based,67,15004.000,27769355.952,86.7347,133,364
2,Rule-Based,68,12607.000,27274816.428,89.6194,139,364
2,Rule-Based,69,14357.000,27810506.714,87.6289,133,364
2,Rule-Based,70,14243.000,27685497.453,90.1361,135,364
2,Rule-Based,71,14270.000,27596711.868,89.2361,135,364
2,Rule-Based,72,14908.000,27724178.382,88.7755,135,364
2,Rule-Based,73,13677.000,27560618.839,91.1972,137,364
2,Rule-Based,74,14379.000,27489916.451,88.5813,135,364
2,Rule-Based,75,13790.000,27431489.175,90.0000,137,364
2,Rule-Based,76,15487.000,28104137.139,89.3471,131,364
2,Rule-Based,77,13859.000,27702371.927,87.2414,133,364
2,Rule-Based,78,14720.000,28117984.335,89.8649,137,364
2,Rule-Based,79,13614.000,27558431.530,87.9725,135,364
2,Rule-Based,80,15075.000,27719260.001,88.5522,135,364
2,Rule-Based,81,14155.000,27830885.598,90.4110,135,364
2,Rule-Based,82,16073.000,28012206.531,87.6289,131,364
2,Rule-Based,83,13861.000,27587535.892,89.4915,135,364
2,Rule-Based,84,14302.000,27867795.801,88.6598,133,364
2,Rule-Based,85,14045.000,27576485.228,89.1156,135,364
2,Rule-Based,86,14837.000,28067111.925,88.9655,135,364
2,Rule-Based,87,13903.000,27814275.327,87.7551,135,364
2,Rule-Based,88,12960.000,27498320.155,87.7966,139,364
2,Rule-Based,89,13579.000,27220212.620,87.9725,137,364
2,Rule-Based,90,13460.000,27541814.670,88.9273,139,364
2,Rule-Based,91,12871.000,27257023.246,89.3103,139,364
2,Rule-Based,92,14353.000,27573128.691,88.6207,135,364
2,Rule-Based,93,14959.000,27543309.167,89.2734,133,364
2,Rule-Based,94,13975.000,27401391.881,88.6986,131,364
2,Rule-Based,95,13934.000,27796995.063,88.7755,135,364
2,Rule-Based,96,14927.000,27522830.984,87.1972,133,364
2,Rule-Based,97,15270.000,27754459.510,88.4354,133,364
2,Rule-Based,98,14136.000,27475352.588,89.7959,137,364
2,Rule-Based,99,14741.000,27503262.956,89.4558,133,364
2,Rule-Based,100,14755.000,27945982.573,86.4407,133,364
2,Active Inference,1,11808.000,26571891.886,81.9728,230,364
2,Active Inference,2,11350.000,26687638.675,81.9113,220,364
2,Active Inference,3,8125.000,26124083.108,82.7586,253,364
2,Active Inference,4,10105.000,26428045.015,81.4947,232,363
2,Active Inference,5,9046.000,26547401.422,80.8219,238,366
2,Active Inference,6,10571.000,26736970.879,81.0345,221,363
2,Active Inference,7,8717.000,26354505.970,80.5461,248,363
2,Active Inference,8,11196.000,26631334.814,81.1644,224,363
2,Active Inference,9,8838.000,26245050.578,79.5918,220,364
2,Active Inference,10,9932.000,26253802.111,78.0731,235,363
2,Active Inference,11,9996.000,26791800.909,80.1347,235,364
2,Active Inference,12,11244.000,26884075.027,80.8219,225,365
2,Active Inference,13,9790.000,26545019.834,76.2542,226,364
2,Active Inference,14,10813.000,27041032.718,79.6053,235,365
2,Active Inference,15,11096.000,26990966.705,79.2388,232,363
2,Active Inference,16,10144.000,27026392.572,80.0000,229,363
2,Active Inference,17,9233.000,26256313.998,80.9689,230,365
2,Active Inference,18,11017.000,26642248.484,78.0069,235,364
2,Active Inference,19,10408.000,26713108.725,85.3242,235,363
2,Active Inference,20,9728.000,26789735.523,82.7703,230,363
2,Active Inference,21,9246.000,27032242.702,81.3559,244,364
2,Active Inference,22,10684.000,27013395.680,81.7869,230,364
2,Active Inference,23,8791.000,26635564.174,80.2048,229,364
2,Active Inference,24,7983.000,26017975.258,80.3390,235,364
2,Active Inference,25,11679.000,27159425.858,80.1394,217,363
2,Active Inference,26,12413.000,27180863.719,77.4411,204,363
2,Active Inference,27,9084.000,26469745.260,78.1879,244,364
2,Active Inference,28,11209.000,26682353.269,79.6610,224,364
2,Active Inference,29,9428.000,26866887.927,79.8611,241,363
2,Active Inference,30,11710.000,26882219.438,83.0508,221,363
2,Active Inference,31,9972.000,26595464.727,84.8276,239,365
2,Active Inference,32,10501.000,26151633.887,79.8658,232,363
2,Active Inference,33,9563.000,26543292.124,85.4167,232,363
2,Active Inference,34,9997.000,26883453.886,82.3729,244,363
2,Active Inference,35,10800.000,26643832.384,82.2742,227,363
2,Active Inference,36,7670.000,26261002.388,84.8276,253,363
2,Active Inference,37,9521.000,26378394.095,79.5918,240,363
2,Active Inference,38,9721.000,26164166.156,79.7980,227,363
2,Active Inference,39,10114.000,26401304.722,81.2925,225,364
2,Active Inference,40,10964.000,26606528.596,82.5784,225,363
2,Active Inference,41,10900.000,26605104.496,85.0174,232,363
2,Active Inference,42,9354.000,26209263.468,80.0687,228,364
2,Active Inference,43,12685.000,26768416.939,80.7018,220,364
2,Active Inference,44,11045.000,26984975.166,82.5939,236,365
2,Active Inference,45,10178.000,26746656.552,82.6990,221,363
2,Active Inference,46,9537.000,26466323.670,78.6942,231,364
2,Active Inference,47,9086.000,26467548.360,78.3784,237,363
2,Active Inference,48,11155.000,26790267.589,81.1448,229,364
2,Active Inference,49,8912.000,26095373.982,83.4483,236,363
2,Active Inference,50,8966.000,26326457.946,80.5556,237,363
2,Active Inference,51,11405.000,26774392.921,78.3051,237,364
2,Active Inference,52,9847.000,26767853.451,84.1379,240,363
2,Active Inference,53,10127.000,26471001.743,79.7203,243,363
2,Active Inference,54,9386.000,26285847.993,82.8767,237,364
2,Active Inference,55,10744.000,26689762.854,83.2192,225,364
2,Active Inference,56,10860.000,26784914.153,80.1370,233,364
2,Active Inference,57,10255.000,26758924.695,77.8878,223,364
2,Active Inference,58,8167.000,26028053.384,77.7778,245,363
2,Active Inference,59,10857.000,26939281.042,78.3784,213,363
2,Active Inference,60,9194.000,26844009.868,82.5784,234,364
2,Active Inference,61,9803.000,27007552.367,85.1724,221,364
2,Active Inference,62,9528.000,26578947.036,80.8081,237,364
2,Active Inference,63,10650.000,26510041.479,81.7869,235,364
2,Active Inference,64,8329.000,26076485.634,80.2768,240,363
2,Active Inference,65,10720.000,26673026.274,78.4247,229,363
2,Active Inference,66,9952.000,27175415.583,83.3910,230,363
2,Active Inference,67,8002.000,26092923.343,79.4521,260,364
2,Active Inference,68,9869.000,26622717.741,78.0405,241,364
2,Active Inference,69,11807.000,27417564.427,77.8912,232,363
2,Active Inference,70,9938.000,26360560.371,80.3390,239,364
2,Active Inference,71,10326.000,26862471.251,79.1809,241,363
2,Active Inference,72,10836.000,27308211.910,83.5616,239,363
2,Active Inference,73,10646.000,26779899.163,81.1448,226,365
2,Active Inference,74,11679.000,26908240.821,81.9728,225,364
2,Active Inference,75,10304.000,26593136.692,78.1145,235,363
2,Active Inference,76,10393.000,26597605.541,79.5987,217,363
2,Active Inference,77,9941.000,26706073.522,83.5088,233,365
2,Active Inference,78,9624.000,26994227.078,78.5965,228,365
2,Active Inference,79,9793.000,27303082.669,81.8182,238,363
2,Active Inference,80,9843.000,26470911.386,80.6122,232,363
2,Active Inference,81,10253.000,26979183.982,82.6389,235,363
2,Active Inference,82,10079.000,26472495.629,85.0694,228,363
2,Active Inference,83,9490.000,26290531.781,81.9728,234,363
2,Active Inference,84,10224.000,26509664.112,82.3729,233,363
2,Active Inference,85,10033.000,26804899.041,82.5784,238,364
2,Active Inference,86,9368.000,26555876.327,82.0339,242,364
2,Active Inference,87,10446.000,26694159.591,82.0069,221,363
2,Active Inference,88,10328.000,26115335.239,79.4613,222,364
2,Active Inference,89,9501.000,26270596.551,79.6667,236,364
2,Active Inference,90,10927.000,26908849.873,81.5700,226,363
2,Active Inference,91,8953.000,26488850.050,80.0676,239,363
2,Active Inference,92,10371.000,26898368.601,79.8658,233,364
2,Active Inference,93,9704.000,26693595.882,81.4433,230,363
2,Active Inference,94,9217.000,26254727.133,81.3380,245,363
2,Active Inference,95,12684.000,26932664.798,76.5472,214,366
2,Active Inference,96,11423.000,26817274.416,80.6780,234,364
2,Active Inference,97,19080.000,27341708.342,79.8635,233,363
2,Active Inference,98,8993.000,25981544.729,83.7456,229,364
2,Active Inference,99,11406.000,26892871.759,80.6122,231,364
2,Active Inference,100,8908.000,26709535.032,80.0676,232,363
2,DQN,1,11639.000,26967855.305,88.6667,202,364
2,DQN,2,12713.000,27393249.557,90.9091,184,363
2,DQN,3,11117.000,27309196.215,91.1864,204,364
2,DQN,4,10418.000,26817495.913,91.1864,196,363
2,DQN,5,11279.000,27075765.813,90.9091,194,365
2,DQN,6,11129.000,27491307.709,90.2027,198,364
2,DQN,7,12584.000,27469555.478,89.9329,194,363
2,DQN,8,11417.000,27421071.436,89.2617,196,364
2,DQN,9,12167.000,27478083.181,90.0000,192,363
2,DQN,10,11119.000,26824581.414,91.6388,200,363
2,DQN,11,12807.000,27401128.368,90.9396,190,364
2,DQN,12,12143.000,27265147.237,89.5973,194,364
2,DQN,13,11267.000,26739071.598,91.5541,194,363
2,DQN,14,11232.000,26984149.276,91.0959,194,363
2,DQN,15,11345.000,27357903.567,90.0000,200,363
2,DQN,16,10161.000,26818955.028,90.6977,204,364
2,DQN,17,10897.000,27058826.216,89.5623,198,364
2,DQN,18,12301.000,27530145.750,90.9396,190,364
2,DQN,19,11003.000,26981734.802,90.5405,192,363
2,DQN,20,11097.000,27216832.282,89.2977,196,364
2,DQN,21,11428.000,27150431.219,88.9262,202,364
2,DQN,22,12020.000,27463879.132,89.5973,190,364
2,DQN,23,11154.000,27149394.652,91.2458,200,363
2,DQN,24,10732.000,27045180.835,91.4384,202,363
2,DQN,25,9403.000,26587479.154,92.0962,206,363
2,DQN,26,11965.000,27282195.279,90.3448,186,363
2,DQN,27,11325.000,27292847.717,90.0662,200,364
2,DQN,28,11536.000,27255652.302,90.5405,194,364
2,DQN,29,12024.000,27465907.032,90.8475,190,364
2,DQN,30,11116.000,27007473.497,90.6040,192,364
2,DQN,31,9532.000,26781354.966,90.5405,208,364
2,DQN,32,10769.000,27057035.436,89.9329,194,364
2,DQN,33,9506.000,26311472.059,89.8649,212,364
2,DQN,34,10128.000,27069877.781,91.6388,198,364
2,DQN,35,9293.000,26714898.870,91.6107,210,363
2,DQN,36,10895.000,27028090.480,91.9192,198,364
2,DQN,37,11742.000,27267291.043,90.3974,198,363
2,DQN,38,11644.000,27321850.399,91.2458,192,363
2,DQN,39,10224.000,26810259.497,91.0035,204,364
2,DQN,40,11301.000,27385392.929,90.0000,190,363
2,DQN,41,11039.000,27372834.722,90.8475,200,363
2,DQN,42,10913.000,26988393.707,87.7551,194,364
2,DQN,43,10040.000,26843458.518,91.0959,198,364
2,DQN,44,11013.000,27166091.884,91.4966,198,363
2,DQN,45,10641.000,26999335.982,91.5254,196,363
2,DQN,46,9929.000,27071451.508,91.2458,204,364
2,DQN,47,10815.000,26936425.535,89.8305,200,364
2,DQN,48,10514.000,27007160.640,89.5270,198,363
2,DQN,49,10030.000,26871057.372,90.8784,210,364
2,DQN,50,10530.000,26961460.283,91.1263,196,364
2,DQN,51,10803.000,26803304.759,88.3721,198,364
2,DQN,52,10384.000,26915183.159,90.4762,200,364
2,DQN,53,10939.000,27200927.814,89.4040,198,364
2,DQN,54,10796.000,27121860.901,91.7808,198,364
2,DQN,55,11988.000,27388157.689,91.8644,188,363
2,DQN,56,11360.000,27130439.786,89.2256,196,363
2,DQN,57,10123.000,27039262.464,90.2357,210,363
