scenario,controller,seed,ttime,North_CO2,East_CO2,vehicles_NS,vehicles_EW,observed_NS,observed_EW,bus_count_NS,bus_count_EW,phase,idle_time_NS,idle_time_EW
2,Active Inference,1,630.0,11107.35275866163,47624.86128721824,2,6,2,6,1,3,0,0.0,0.0
2,Active Inference,1,640.0,5249.444444444444,19790.554955564316,3,6,3,6,0,3,2,0.0,12.0
2,Active Inference,1,650.0,4640.368247865575,17687.05098332322,3,3,3,2,0,0,0,7.0,0.0
2,Active Inference,1,660.0,23238.290356762485,24332.515761117324,2,5,2,3,0,0,2,0.0,0.0
2,Active Inference,1,670.0,18082.689560641567,21638.20411294652,2,3,2,2,0,1,0,0.0,0.0
2,Active Inference,1,680.0,13078.422339139266,17342.43758370584,1,5,1,5,1,1,2,0.0,3.0
2,Active Inference,1,690.0,15446.172386305443,0.0,1,0,1,0,1,0,0,0.0,0.0
2,Active Inference,1,700.0,28623.95735343425,21019.143341261763,2,4,2,4,1,0,2,0.0,0.0
2,Active Inference,1,710.0,10014.705825267452,47245.158304853816,4,6,2,5,1,2,0,0.0,0.0
2,Active Inference,1,720.0,0.0,39032.94621520974,0,6,0,5,0,2,2,0.0,12.0
2,Active Inference,1,730.0,2624.722222222222,14312.41517682801,1,4,1,4,0,0,2,0.0,0.0
2,Active Inference,1,740.0,0.0,8991.669282551002,1,4,1,4,0,0,0,0.0,0.0
2,Active Inference,1,750.0,7380.555555555556,5229.101244049811,1,4,1,4,0,0,2,0.0,3.0
2,Active Inference,1,760.0,33917.49040918487,16504.373167445636,3,2,0,2,0,0,0,0.0,0.0
2,Active Inference,1,770.0,28083.06755761533,14740.04710364303,4,4,3,4,0,0,2,0.0,0.0
2,Active Inference,1,780.0,12442.144965515308,22799.7843038845,4,3,3,2,0,1,0,6.0,0.0
2,Active Inference,1,790.0,16846.79687090694,20751.57563422316,1,5,1,4,1,1,2,0.0,13.0
2,Active Inference,1,800.0,13390.981481194394,8609.278115957633,2,2,2,2,1,0,0,0.0,0.0
2,Active Inference,1,810.0,2870.163010380073,34972.681716342864,1,5,1,4,0,0,2,0.0,0.0
2,Active Inference,1,820.0,15085.96607508232,34242.974772367714,3,4,3,3,0,1,0,2.0,0.0
2,Active Inference,1,830.0,18019.64215405456,32599.56135656339,4,6,4,6,1,1,2,0.0,4.0
2,Active Inference,1,840.0,18258.43533747305,25335.89557289352,4,4,2,4,1,0,0,10.0,0.0
2,Active Inference,1,850.0,5022.771973834342,2618.0052433700334,1,4,1,4,0,0,2,0.0,1.0
2,Active Inference,1,860.0,0.0,5249.444444444444,1,2,1,2,0,0,0,0.0,0.0
2,Active Inference,1,870.0,7989.594881508112,12437.606072899236,3,4,3,4,0,0,2,0.0,0.0
2,Active Inference,1,880.0,3366.2228616473944,0.0,3,0,3,0,0,0,0,0.0,0.0
2,Active Inference,1,890.0,0.0,64869.51703547817,0,5,0,5,0,2,2,0.0,0.0
2,Active Inference,1,900.0,5626.603220797245,72641.88223494645,1,7,1,7,0,2,2,0.0,0.0
2,Active Inference,1,910.0,0.0,20265.087858552622,1,5,1,5,0,1,2,0.0,0.0
2,Active Inference,1,920.0,16713.247059529673,0.0,3,2,3,2,1,0,0,6.0,0.0
2,Active Inference,1,930.0,11454.969623529105,31876.202464254617,4,5,4,5,1,1,0,0.0,0.0
2,Active Inference,1,940.0,30757.839017418897,61021.65552475427,3,8,3,4,1,2,2,0.0,20.0
2,Active Inference,1,950.0,17065.5539781742,5249.444444444444,4,4,1,3,1,1,0,17.0,0.0
2,Active Inference,1,960.0,10596.003458556748,35097.08730173417,2,7,2,5,1,2,2,0.0,15.0
2,Active Inference,1,970.0,49011.14098060449,33234.93814382827,4,3,3,1,1,1,2,0.0,0.0
2,Active Inference,1,980.0,14083.20772689054,33510.80818451796,5,6,5,6,1,2,0,9.0,0.0
2,Active Inference,1,990.0,5442.163242226972,41470.99037682603,1,8,1,7,0,2,2,0.0,7.0
2,Active Inference,1,1000.0,32936.22479342863,53685.11755539714,4,7,3,7,2,3,2,8.0,0.0
2,Active Inference,1,1010.0,56149.81375624313,61312.86955211147,6,6,5,2,2,2,0,18.0,0.0
2,Active Inference,1,1020.0,10652.088054425321,55041.53224644638,4,11,4,6,1,3,0,0.0,6.0
2,Active Inference,1,1030.0,22139.674967100735,53837.46662423928,2,12,2,8,0,3,2,0.0,54.0
2,Active Inference,1,1040.0,52348.83493389569,67628.07231488577,7,7,7,7,1,1,2,6.0,0.0
2,Active Inference,1,1050.0,59009.72869159475,34609.49843390727,8,9,6,7,1,1,0,17.0,0.0
2,Active Inference,1,1060.0,17062.98244376115,40446.95017093053,2,12,2,10,1,2,2,0.0,29.0
2,Active Inference,1,1070.0,34912.67342824046,84567.87685329124,6,7,5,7,2,2,0,9.0,0.0
2,Active Inference,1,1080.0,21668.135274127417,44055.33429880924,3,10,1,9,1,2,2,0.0,2.0
2,Active Inference,1,1090.0,23563.925936354302,51195.83656938336,5,7,5,7,1,0,2,8.0,0.0
2,Active Inference,1,1100.0,34534.28549682787,79831.20220851926,7,8,6,7,2,0,2,31.0,0.0
2,Active Inference,1,1110.0,55678.37002673293,80934.81101621636,11,10,10,8,2,1,2,75.0,0.0
2,Active Inference,1,1120.0,30738.11364029134,31715.763197695676,12,9,10,8,2,1,0,136.0,0.0
2,Active Inference,1,1130.0,21206.81512910266,62352.25673083272,5,16,5,14,0,1,0,0.0,31.0
2,Active Inference,1,1140.0,21581.29717753391,83167.95023068176,5,21,3,13,0,2,2,0.0,110.0
2,Active Inference,1,1150.0,71822.27778927133,80250.59910820574,9,12,7,9,1,3,0,12.0,0.0
2,Active Inference,1,1160.0,44999.66976073325,59045.757672854365,7,16,7,14,1,3,2,0.0,12.0
2,Active Inference,1,1170.0,15155.189513065972,35688.75421367944,8,10,5,9,1,0,2,12.0,0.0
2,Active Inference,1,1180.0,37497.501930147875,45471.84835081159,11,8,9,8,1,0,0,53.0,0.0
2,Active Inference,1,1190.0,20879.69419883324,47520.41514376107,6,15,6,11,0,1,2,0.0,13.0
2,Active Inference,1,1200.0,51213.04910021076,60966.591239411566,10,11,6,11,1,1,0,14.0,0.0
2,Active Inference,1,1210.0,77882.07508430212,114621.40159323181,8,19,8,14,2,3,2,0.0,14.0
2,Active Inference,1,1220.0,56974.61124082457,96144.16462502908,12,16,7,15,3,3,0,2.0,0.0
2,Active Inference,1,1230.0,79569.29801949732,99727.62089567838,9,22,8,15,1,4,2,0.0,26.0
2,Active Inference,1,1240.0,82365.81576359674,77488.19772230479,12,16,7,14,2,2,0,13.0,0.0
2,Active Inference,1,1250.0,71637.2495389381,76862.71244234529,10,21,7,17,2,2,0,0.0,28.0
2,Active Inference,1,1260.0,57340.675732391945,113682.51679243743,6,29,3,25,1,4,0,0.0,139.0
2,Active Inference,1,1270.0,77391.80293419884,153821.97949227208,10,34,8,30,2,4,2,0.0,334.0
2,Active Inference,1,1280.0,48935.68038443737,136316.07274306912,12,27,8,19,2,3,2,16.0,0.0
2,Active Inference,1,1290.0,87969.48617757887,70931.01593082007,16,17,10,13,2,1,0,77.0,0.0
2,Active Inference,1,1300.0,39434.828098283026,102377.08812294107,9,23,8,16,0,2,2,0.0,61.0
2,Active Inference,1,1310.0,36833.262410989824,110995.95584037132,10,15,8,11,0,2,0,39.0,0.0
2,Active Inference,1,1320.0,18586.27433872908,78205.1656458162,4,21,4,14,0,2,2,0.0,44.0
2,Active Inference,1,1330.0,10042.60492199831,67092.31209467936,5,12,5,9,0,2,0,3.0,0.0
2,Active Inference,1,1340.0,12072.026268616779,62215.90597874766,5,19,5,15,0,2,2,0.0,35.0
2,Active Inference,1,1350.0,17841.38028970053,26057.229022836455,8,11,8,11,0,0,2,3.0,0.0
2,Active Inference,1,1360.0,68218.29366836134,23692.870345243995,12,8,8,8,1,0,2,35.0,0.0
2,Active Inference,1,1370.0,86580.52133627086,25238.932848660428,15,8,9,8,1,0,0,92.0,0.0
2,Active Inference,1,1380.0,18082.825001904523,48606.67950144362,4,11,4,11,0,0,2,0.0,12.0
2,Active Inference,1,1390.0,38942.560632068315,38520.00818719265,8,8,7,6,1,1,2,16.0,0.0
2,Active Inference,1,1400.0,56404.018773221345,52157.4710386368,10,8,8,7,2,1,0,47.0,0.0
2,Active Inference,1,1410.0,42388.065703939814,91424.631880517,7,14,7,7,3,2,0,0.0,13.0
2,Active Inference,1,1420.0,72776.08839236388,73488.05436576088,6,19,6,12,1,3,2,0.0,67.0
2,Active Inference,1,1430.0,59837.2445151208,42873.77465366177,10,9,4,6,1,2,0,16.0,0.0
2,Active Inference,1,1440.0,14654.896407289645,42907.958924770326,5,12,5,11,0,3,0,0.0,21.0
2,Active Inference,1,1450.0,38221.50538052852,60431.633848354926,4,16,4,14,0,3,2,0.0,98.0
2,Active Inference,1,1460.0,14466.952380285007,46570.93576279407,5,8,5,5,0,1,0,0.0,0.0
2,Active Inference,1,1470.0,58216.85615215537,75827.41699629318,6,13,6,9,2,2,0,0.0,22.0
2,Active Inference,1,1480.0,36044.65320403679,61873.19384155252,5,16,5,12,2,3,2,0.0,84.0
2,Active Inference,1,1490.0,32215.395775211102,86701.94940693483,8,10,8,7,3,2,0,9.0,0.0
2,Active Inference,1,1500.0,50211.51292040343,119445.27539798927,5,15,5,8,2,4,0,0.0,20.0
2,Active Inference,1,1510.0,29810.004553190873,98667.22797964598,5,21,5,14,1,5,2,0.0,81.0
2,Active Inference,1,1520.0,42906.14511288728,47998.44208158599,7,11,7,9,1,2,0,18.0,0.0
2,Active Inference,1,1530.0,30344.112557267297,100731.18721537193,5,16,5,14,0,3,2,0.0,31.0
2,Active Inference,1,1540.0,30471.57764567937,62843.634318760574,8,10,7,9,0,1,0,16.0,0.0
2,Active Inference,1,1550.0,40332.29691698412,63280.460625111715,5,13,4,9,1,1,2,0.0,18.0
2,Active Inference,1,1560.0,41319.38085265248,42267.71996020429,6,7,5,4,1,0,0,5.0,0.0
2,Active Inference,1,1570.0,28971.811632146917,68086.41622408594,5,12,5,12,1,0,0,0.0,20.0
2,Active Inference,1,1580.0,10509.00725020723,53965.26103730402,3,14,2,13,1,0,2,0.0,72.0
2,Active Inference,1,1590.0,26001.846850549056,23049.25276627055,6,6,5,6,1,0,2,13.0,0.0
2,Active Inference,1,1600.0,36659.78270561455,47947.80536625594,8,9,5,9,1,1,0,43.0,0.0
2,Active Inference,1,1610.0,21380.74032842838,36315.276372044376,5,11,3,11,0,1,2,0.0,19.0
2,Active Inference,1,1620.0,20530.164825425854,33826.26520813186,5,6,5,4,0,2,0,5.0,0.0
2,Active Inference,1,1630.0,6119.4198071787505,67300.43606341346,2,10,2,10,0,2,2,0.0,2.0
2,Active Inference,1,1640.0,13894.582045377443,51688.20372067917,5,8,5,8,0,1,2,8.0,0.0
2,Active Inference,1,1650.0,31333.525115188815,39515.966426706,7,6,7,3,1,0,2,25.0,0.0
2,Active Inference,1,1660.0,36561.803423643665,36113.86325273028,10,6,10,5,1,1,0,65.0,0.0
2,Active Inference,1,1670.0,12595.430454838592,39652.27103892557,3,10,3,9,0,1,2,0.0,8.0
2,Active Inference,1,1680.0,48989.05504122733,35021.19723749981,7,8,7,8,1,0,2,12.0,0.0
2,Active Inference,1,1690.0,48984.32348964038,74852.84492250209,9,10,6,7,1,1,0,40.0,0.0
2,Active Inference,1,1700.0,33579.75645276237,59352.75217033988,5,13,5,8,0,2,2,0.0,9.0
2,Active Inference,1,1710.0,34475.76208488046,44035.04332230436,6,9,2,7,0,1,0,0.0,0.0
2,Active Inference,1,1720.0,30639.843230996506,64709.1160865913,5,13,5,10,0,1,0,0.0,21.0
2,Active Inference,1,1730.0,6399.89601401058,46178.64295926027,4,17,4,15,0,1,2,0.0,89.0
2,Active Inference,1,1740.0,46632.01732859525,48520.676123791585,8,9,7,8,0,1,2,13.0,0.0
2,Active Inference,1,1750.0,44133.05843351364,51046.37351069455,9,8,6,8,1,1,0,47.0,0.0
2,Active Inference,1,1760.0,28777.82896491258,73688.95463218882,5,13,5,10,1,1,0,0.0,11.0
2,Active Inference,1,1770.0,29538.737908522977,87937.59183342385,5,18,4,16,0,1,2,0.0,64.0
2,Active Inference,1,1780.0,48470.19306857031,67924.50281506254,8,10,6,9,0,0,0,4.0,0.0
2,Active Inference,1,1790.0,62565.199129111315,62854.774268815556,7,14,7,9,1,0,2,0.0,33.0
2,Active Inference,1,1800.0,56185.4276919822,79949.38865725111,10,9,7,6,1,0,0,15.0,0.0
2,Active Inference,1,1810.0,12137.911560682594,28582.6702589934,3,11,3,9,0,0,2,0.0,11.0
2,Active Inference,1,1820.0,22830.863282828457,18046.511044172807,6,7,6,6,0,0,2,4.0,0.0
2,Active Inference,1,1830.0,32928.53555789629,30073.231132489087,8,8,8,4,0,0,0,29.0,0.0
2,Active Inference,1,1840.0,32381.51589976462,73517.19597652086,4,14,2,10,0,1,0,0.0,10.0
2,Active Inference,1,1850.0,32744.095192842473,94015.74444349614,5,18,3,15,0,1,2,0.0,60.0
2,Active Inference,1,1860.0,64983.47182923902,66260.23538797362,10,11,7,10,0,1,0,15.0,0.0
2,Active Inference,1,1870.0,41421.71892113859,83625.7351627922,6,17,3,17,0,1,2,0.0,42.0
2,Active Inference,1,1880.0,36586.61334578777,71403.00571016688,10,10,7,8,0,0,0,21.0,0.0
2,Active Inference,1,1890.0,40288.496218715896,58005.38179614583,5,16,4,15,0,0,2,0.0,14.0
2,Active Inference,1,1900.0,21593.080118460945,22441.092406381773,8,9,8,9,0,0,2,18.0,0.0
2,Active Inference,1,1910.0,35830.26445758125,34459.57543296332,11,8,11,6,0,0,0,62.0,0.0
2,Active Inference,1,1920.0,21797.420339401302,68362.21410509279,5,13,4,9,1,2,0,0.0,3.0
2,Active Inference,1,1930.0,58847.54288888391,112862.75442039742,6,19,6,13,2,2,2,0.0,54.0
2,Active Inference,1,1940.0,16549.520161081287,71096.81249392162,8,15,8,10,3,2,0,1.0,0.0
2,Active Inference,1,1950.0,53391.81766937538,78141.22675587336,7,19,5,14,1,3,2,0.0,27.0
2,Active Inference,1,1960.0,28322.664179133193,89129.32546869665,8,11,8,8,2,2,0,0.0,0.0
2,Active Inference,1,1970.0,45235.083157403395,68256.72213706611,4,15,4,12,1,2,2,0.0,26.0
2,Active Inference,1,1980.0,18080.57421417027,51468.37016914082,8,11,7,11,1,2,0,0.0,0.0
2,Active Inference,1,1990.0,8641.85324568131,50552.7782854135,4,17,4,15,0,2,2,0.0,38.0
2,Active Inference,1,2000.0,22372.342014173366,40701.83902961553,7,9,7,8,0,0,2,8.0,0.0
2,Active Inference,1,2010.0,54251.67574350699,77734.15853856399,12,12,9,12,1,1,0,38.0,0.0
2,Active Inference,1,2020.0,23021.700578865275,73994.30841293177,6,18,6,14,1,1,2,0.0,18.0
2,Active Inference,1,2030.0,48134.6106039937,52976.61683146697,10,10,7,9,1,1,2,5.0,0.0
2,Active Inference,1,2040.0,68252.3675313709,53810.24803939445,13,10,6,9,2,1,0,58.0,0.0
2,Active Inference,1,2050.0,55642.79605982904,85558.90451973716,7,18,6,13,2,2,0,0.0,18.0
2,Active Inference,1,2060.0,51360.71208333239,99556.93518744569,7,23,3,22,2,3,2,0.0,93.0
2,Active Inference,1,2070.0,44201.8691468454,90486.40339797483,9,14,7,14,3,1,2,21.0,0.0
2,Active Inference,1,2080.0,49645.68308440526,46038.895097921435,12,11,9,11,3,0,0,67.0,0.0
2,Active Inference,1,2090.0,24511.307243249605,77027.15333707184,6,17,6,16,0,0,0,0.0,20.0
2,Active Inference,1,2100.0,19326.13156345544,115687.68196118878,4,24,4,14,0,1,2,0.0,107.0
2,Active Inference,1,2110.0,34480.57398715102,109000.4399593593,9,17,7,12,0,2,0,10.0,0.0
2,Active Inference,1,2120.0,86353.22286044696,83106.0672939723,9,21,5,15,2,2,2,0.0,48.0
2,Active Inference,1,2130.0,40553.72939191828,79946.20897276668,10,15,8,14,2,2,0,6.0,0.0
2,Active Inference,1,2140.0,12338.609031299147,106313.24913897607,4,21,4,15,0,4,2,0.0,45.0
2,Active Inference,1,2150.0,23333.127633516167,49802.37648053235,7,15,7,15,0,2,2,3.0,0.0
2,Active Inference,1,2160.0,30825.213505613654,66440.1599779427,10,9,10,5,0,0,2,34.0,0.0
2,Active Inference,1,2170.0,52358.825843501836,74988.74093014175,14,14,13,13,1,1,2,83.0,0.0
2,Active Inference,1,2180.0,78467.27337007283,51260.47489140084,17,12,14,12,1,2,0,164.0,0.0
2,Active Inference,1,2190.0,37837.09296913223,61053.99025209315,9,19,8,18,1,2,2,0.0,15.0
2,Active Inference,1,2200.0,34876.64932047069,47822.36731543608,12,11,11,11,1,0,0,30.0,0.0
2,Active Inference,1,2210.0,40635.48880139453,43632.880121150636,5,17,4,16,1,0,2,0.0,32.0
2,Active Inference,1,2220.0,47308.16875805887,39477.05177559534,9,10,6,9,1,0,2,8.0,0.0
2,Active Inference,1,2230.0,62896.00970774673,27813.3180430496,13,10,11,10,1,0,2,46.0,0.0
2,Active Inference,1,2240.0,48192.83049553491,43296.426707667946,16,10,14,8,1,0,0,124.0,0.0
2,Active Inference,1,2250.0,36310.61265471549,62436.84249543966,7,15,4,14,0,1,0,0.0,10.0
2,Active Inference,1,2260.0,12112.363733568916,74604.57629571474,6,23,6,20,0,1,0,0.0,70.0
2,Active Inference,1,2270.0,20803.519773612854,102124.63370072794,7,30,7,25,0,2,2,0.0,206.0
2,Active Inference,1,2280.0,52946.29841597343,77158.75488803076,11,18,10,16,1,1,2,18.0,0.0
2,Active Inference,1,2290.0,27461.767472520394,34667.0760244495,13,12,10,12,1,0,0,72.0,0.0
2,Active Inference,1,2300.0,15710.780307629462,57232.784316595316,4,18,3,15,0,1,2,0.0,30.0
2,Active Inference,1,2310.0,36208.357885176185,61266.87177557871,8,12,7,9,1,2,2,0.0,0.0
2,Active Inference,1,2320.0,66132.98206435579,62855.464932257804,14,14,12,11,2,2,0,32.0,0.0
2,Active Inference,1,2330.0,41498.470536009925,89350.86014096692,8,23,7,21,1,3,0,0.0,36.0
2,Active Inference,1,2340.0,5249.444444444444,94711.22337387725,6,29,6,22,0,3,2,0.0,163.0
2,Active Inference,1,2350.0,27074.98353206608,100720.17544819013,8,22,8,21,0,2,0,10.0,0.0
2,Active Inference,1,2360.0,10121.12729359181,91146.04376118275,5,28,5,22,0,2,2,0.0,66.0
2,Active Inference,1,2370.0,31672.41729391108,101660.5096619181,9,21,9,18,0,1,0,14.0,0.0
2,Active Inference,1,2380.0,57141.85436005371,68648.07014816372,8,27,7,19,1,1,2,0.0,59.0
2,Active Inference,1,2390.0,51134.69408905445,69838.33819113599,12,18,10,18,1,1,0,18.0,0.0
2,Active Inference,1,2400.0,55352.211552754634,112066.32549104551,7,25,7,20,1,1,2,0.0,66.0
2,Active Inference,1,2410.0,27483.562790337823,110929.36980705966,11,18,9,16,1,2,0,7.0,0.0
2,Active Inference,1,2420.0,32815.46810354921,84521.23749005531,5,24,3,14,0,2,2,0.0,45.0
2,Active Inference,1,2430.0,33696.616551557476,106405.81525342354,9,17,8,13,0,1,0,2.0,0.0
2,Active Inference,1,2440.0,36988.006686264474,114543.25498685555,7,24,6,19,0,1,2,0.0,41.0
2,Active Inference,1,2450.0,26285.160492930176,108616.95058752924,10,19,10,14,0,1,0,15.0,0.0
2,Active Inference,1,2460.0,17342.856344062366,96848.83202010897,6,23,6,18,0,1,2,0.0,57.0
2,Active Inference,1,2470.0,45299.40408931296,67180.86045172317,9,16,7,16,1,1,2,8.0,0.0
2,Active Inference,1,2480.0,60068.46353306882,33478.67851963935,14,9,10,8,2,0,2,48.0,0.0
2,Active Inference,1,2490.0,98554.00982201574,60911.64855860529,18,11,13,9,2,1,0,123.0,0.0
2,Active Inference,1,2500.0,115436.60589371393,115388.16115191272,12,17,12,11,2,1,0,0.0,13.0
2,Active Inference,1,2510.0,84959.29051423396,106220.10958247106,8,23,8,14,1,2,2,0.0,81.0
2,Active Inference,1,2520.0,47334.99462659814,145818.53091757372,12,18,9,9,1,3,0,14.0,0.0
2,Active Inference,1,2530.0,62612.3323541566,132354.87044353178,7,24,7,20,1,3,2,0.0,45.0
2,Active Inference,1,2540.0,92076.20331515724,131577.56702316098,11,16,11,11,2,3,0,7.0,0.0
2,Active Inference,1,2550.0,39149.42404900542,121974.0498992103,6,23,3,21,2,5,2,0.0,40.0
2,Active Inference,1,2560.0,54646.620610766826,89961.07925390256,10,17,10,11,3,5,0,22.0,0.0
2,Active Inference,1,2570.0,39593.98254618875,108764.72457477436,7,24,6,17,2,5,2,0.0,46.0
2,Active Inference,1,2580.0,38375.18925931295,121195.33203598438,10,17,8,12,2,4,0,22.0,0.0
2,Active Inference,1,2590.0,25822.513400544893,52933.76869914938,6,19,5,15,1,4,2,0.0,46.0
2,Active Inference,1,2600.0,54926.11970319692,50609.79029898445,9,11,7,10,2,1,2,23.0,0.0
2,Active Inference,1,2610.0,85126.58622571621,44050.80259031192,12,9,10,7,3,1,2,66.0,0.0
2,Active Inference,1,2620.0,72655.03828282606,45975.16230519005,15,9,9,6,3,1,0,137.0,0.0
2,Active Inference,1,2630.0,20574.25086695946,100048.37390823038,4,14,3,14,0,3,0,0.0,22.0
2,Active Inference,1,2640.0,26117.524014943097,91169.96408879932,4,18,2,14,0,3,2,0.0,72.0
2,Active Inference,1,2650.0,52881.47996639063,106241.20849138976,6,11,2,9,0,2,2,0.0,0.0
